workerid,proliferate.condition,SpeakerGender,list,list_firstSocCond,name,response,rt,slide_number_in_experiment,socialCondition,socialInfo,socialInfo_code,trigger_class,whichSocConditionFirst,error
3647,default,M,list1,list1-R,Eric,0.62,17276,4,R,non-southern,N,Empty,R,
3647,default,M,list1,list1-R,Scott,0.67,6832,5,D,non-southern,N,C,R,
3647,default,F,list1,list1-R,Lisa,0.89,9832,6,D,non-southern,N,C,R,
3647,default,F,list1,list1-R,Rachel,0.91,5680,7,R,southern,S,C,R,
3647,default,M,list1,list1-R,Andrew,1,5040,8,R,southern,S,C,R,
3647,default,F,list1,list1-R,Rebecca,0.27,4440,9,D,non-southern,N,Empty,R,
3647,default,M,list1,list1-R,Tim,0.16,4784,10,R,non-southern,N,C,R,
3647,default,M,list1,list1-R,William,0.73,8064,11,D,non-southern,N,C,R,
3647,default,M,list1,list1-R,Joseph,0.97,4383,12,R,southern,S,C,R,
3647,default,F,list1,list1-R,Emily,0,3295,13,R,non-southern,N,C,R,
3647,default,F,list1,list1-R,Stephanie,0,7296,14,D,Republican,R,Party,R,
3647,default,M,list1,list1-R,Jeff,0.89,4320,15,R,southern,S,Empty,R,
3647,default,F,list1,list1-R,Jessica,0.77,9223,16,R,non-southern,N,C,R,
3647,default,M,list1,list1-R,Patrick,1,4095,17,R,Republican,R,Party,R,
3647,default,F,list1,list1-R,Haley,0.15,3728,18,D,southern,S,C,R,
3647,default,M,list1,list1-R,Ryan,0.07,3760,19,D,southern,S,C,R,
3647,default,M,list1,list1-R,Justin,0,3912,20,R,Democrat,D,Party,R,
3647,default,F,list1,list1-R,Sarah,0.9,5359,21,R,southern,S,C,R,
3647,default,F,list1,list1-R,Elizabeth,0.88,5431,22,D,non-southern,N,C,R,
3647,default,M,list1,list1-R,Michael,0.12,4631,23,D,southern,S,C,R,
3647,default,F,list1,list1-R,Donna,0.09,3775,24,D,southern,S,C,R,
3647,default,M,list1,list1-R,David,0.74,5614,25,R,non-southern,N,C,R,
3647,default,F,list1,list1-R,Angela,0.15,4015,26,D,southern,S,Empty,R,
3647,default,F,list1,list1-R,Amanda,1,7576,27,D,Democrat,D,Party,R,
3642,default,M,list2,list2-D,Paul,0.43,25901,4,R,southern,S,C,D,
3642,default,M,list2,list2-D,Eric,0.77,7326,5,D,non-southern,N,Empty,D,
3642,default,F,list2,list2-D,Helen,0.99,7047,6,D,non-southern,N,C,D,
3642,default,M,list2,list2-D,Kenneth,0.43,8623,7,R,non-southern,N,C,D,
3642,default,F,list2,list2-D,Amanda,0.01,18791,8,R,Democrat,D,Party,D,
3642,default,F,list2,list2-D,Jennifer,0.74,10543,9,D,non-southern,N,C,D,
3642,default,M,list2,list2-D,Jeff,0.71,10246,10,D,southern,S,Empty,D,
3642,default,F,list2,list2-D,Rebecca,0.02,7447,11,R,non-southern,N,Empty,D,
3642,default,M,list2,list2-D,Justin,1,8047,12,D,Democrat,D,Party,D,
3642,default,F,list2,list2-D,Ashley,0.72,15967,13,R,southern,S,C,D,
3642,default,M,list2,list2-D,Christopher,0.4,6934,14,R,southern,S,C,D,
3642,default,M,list2,list2-D,Daniel,0.02,6431,15,R,non-southern,N,C,D,
3642,default,M,list2,list2-D,Anthony,0.35,10494,16,D,southern,S,C,D,
3642,default,M,list2,list2-D,Jason,0.75,12311,17,D,southern,S,C,D,
3642,default,F,list2,list2-D,Angela,0.03,6623,18,R,southern,S,Empty,D,
3642,default,F,list2,list2-D,Michelle,0.01,8215,19,R,non-southern,N,C,D,
3642,default,M,list2,list2-D,John,0.99,6462,20,D,non-southern,N,C,D,
3642,default,F,list2,list2-D,Stephanie,0.99,5863,21,R,Republican,R,Party,D,
3642,default,F,list2,list2-D,Emma,0.23,6855,22,R,southern,S,C,D,
3642,default,F,list2,list2-D,Anna,0.3,5311,23,R,non-southern,N,C,D,
3642,default,F,list2,list2-D,Kimberly,0.44,11871,24,D,southern,S,C,D,
3642,default,M,list2,list2-D,Patrick,0.02,5783,25,D,Republican,R,Party,D,
3642,default,M,list2,list2-D,James,0.99,12663,26,D,non-southern,N,C,D,
3642,default,F,list2,list2-D,Amy,0.69,7215,27,D,southern,S,C,D,
3652,default,F,list1,list1-R,Lisa,0.64,22485,4,D,non-southern,N,C,R,
3652,default,F,list1,list1-R,Elizabeth,0.65,5872,5,D,non-southern,N,C,R,
3652,default,M,list1,list1-R,David,0.42,7616,6,R,non-southern,N,C,R,
3652,default,M,list1,list1-R,Jeff,0.63,5320,7,R,southern,S,Empty,R,
3652,default,M,list1,list1-R,Ryan,0.43,8040,8,D,southern,S,C,R,
3652,default,F,list1,list1-R,Emily,0.43,12592,9,R,non-southern,N,C,R,
3652,default,F,list1,list1-R,Amanda,0.68,6551,10,D,Democrat,D,Party,R,
3652,default,F,list1,list1-R,Sarah,0.28,5991,11,R,southern,S,C,R,
3652,default,M,list1,list1-R,Andrew,0.72,6111,12,R,southern,S,C,R,
3652,default,M,list1,list1-R,William,0.33,6524,13,D,non-southern,N,C,R,
3652,default,M,list1,list1-R,Scott,0.51,8135,14,D,non-southern,N,C,R,
3652,default,F,list1,list1-R,Haley,0.43,7135,15,D,southern,S,C,R,
3652,default,F,list1,list1-R,Donna,0.27,6535,16,D,southern,S,C,R,
3652,default,M,list1,list1-R,Tim,0.26,6392,17,R,non-southern,N,C,R,
3652,default,M,list1,list1-R,Joseph,0.64,6552,18,R,southern,S,C,R,
3652,default,F,list1,list1-R,Jessica,0.44,6992,19,R,non-southern,N,C,R,
3652,default,M,list1,list1-R,Michael,0.4,6608,20,D,southern,S,C,R,
3652,default,M,list1,list1-R,Patrick,0.98,8760,21,R,Republican,R,Party,R,
3652,default,F,list1,list1-R,Rebecca,0.58,9530,22,D,non-southern,N,Empty,R,
3652,default,F,list1,list1-R,Angela,0.35,8512,23,D,southern,S,Empty,R,
3652,default,F,list1,list1-R,Stephanie,0.02,5416,24,D,Republican,R,Party,R,
3652,default,M,list1,list1-R,Justin,0.02,6136,25,R,Democrat,D,Party,R,
3652,default,F,list1,list1-R,Rachel,0.64,8311,26,R,southern,S,C,R,
3652,default,M,list1,list1-R,Eric,0.56,5735,27,R,non-southern,N,Empty,R,
3683,default,F,list1,list1-R,Angela,0.33,23992,4,D,southern,S,Empty,R,
3683,default,M,list1,list1-R,Eric,0.1,10392,5,R,non-southern,N,Empty,R,
3683,default,F,list1,list1-R,Elizabeth,0.99,16537,6,D,non-southern,N,C,R,
3683,default,M,list1,list1-R,Scott,0.85,8522,7,D,non-southern,N,C,R,
3683,default,M,list1,list1-R,Ryan,0.19,14031,8,D,southern,S,C,R,
3683,default,F,list1,list1-R,Amanda,1,8157,9,D,Democrat,D,Party,R,
3683,default,M,list1,list1-R,Michael,0.09,12925,10,D,southern,S,C,R,
3683,default,F,list1,list1-R,Rebecca,0.76,7936,11,D,non-southern,N,Empty,R,
3683,default,M,list1,list1-R,Andrew,0.5,11553,12,R,southern,S,C,R,
3683,default,M,list1,list1-R,Tim,0,10385,13,R,non-southern,N,C,R,
3683,default,F,list1,list1-R,Rachel,0.94,12688,14,R,southern,S,C,R,
3683,default,M,list1,list1-R,Jeff,0.91,10724,15,R,southern,S,Empty,R,
3683,default,F,list1,list1-R,Stephanie,0,8077,16,D,Republican,R,Party,R,
3683,default,F,list1,list1-R,Jessica,0.1,12261,17,R,non-southern,N,C,R,
3683,default,M,list1,list1-R,Joseph,0.9,12263,18,R,southern,S,C,R,
3683,default,F,list1,list1-R,Emily,0,10906,19,R,non-southern,N,C,R,
3683,default,M,list1,list1-R,Justin,0,7810,20,R,Democrat,D,Party,R,
3683,default,F,list1,list1-R,Donna,0.32,17143,21,D,southern,S,C,R,
3683,default,F,list1,list1-R,Sarah,0.87,11541,22,R,southern,S,C,R,
3683,default,F,list1,list1-R,Lisa,0.78,13618,23,D,non-southern,N,C,R,
3683,default,M,list1,list1-R,William,0.86,9934,24,D,non-southern,N,C,R,
3683,default,F,list1,list1-R,Haley,0.18,12182,25,D,southern,S,C,R,
3683,default,M,list1,list1-R,Patrick,1,8137,26,R,Republican,R,Party,R,
3683,default,M,list1,list1-R,David,0.16,10891,27,R,non-southern,N,C,R,
3662,default,M,list1,list1-D,Eric,0.43,13715,4,D,non-southern,N,Empty,D,
3662,default,M,list1,list1-D,Scott,0.57,7017,5,R,non-southern,N,C,D,
3662,default,M,list1,list1-D,William,0.41,8333,6,R,non-southern,N,C,D,
3662,default,F,list1,list1-D,Amanda,0.14,10844,7,R,Democrat,D,Party,D,
3662,default,F,list1,list1-D,Sarah,0.51,12146,8,D,southern,S,C,D,
3662,default,M,list1,list1-D,Tim,0.9,5692,9,D,non-southern,N,C,D,
3662,default,M,list1,list1-D,Patrick,0.98,5724,10,D,Republican,R,Party,D,
3662,default,M,list1,list1-D,Joseph,0.47,9033,11,D,southern,S,C,D,
3662,default,F,list1,list1-D,Elizabeth,0.5,17571,12,R,non-southern,N,C,D,
3662,default,F,list1,list1-D,Jessica,0.8,9729,13,D,non-southern,N,C,D,
3662,default,F,list1,list1-D,Rachel,0.54,7938,14,D,southern,S,C,D,
3662,default,F,list1,list1-D,Stephanie,0.98,7897,15,R,Republican,R,Party,D,
3662,default,M,list1,list1-D,David,0.71,5790,16,D,non-southern,N,C,D,
3662,default,F,list1,list1-D,Donna,0.76,5481,17,R,southern,S,C,D,
3662,default,F,list1,list1-D,Lisa,0.03,5054,18,R,non-southern,N,C,D,
3662,default,F,list1,list1-D,Haley,0.51,6579,19,R,southern,S,C,D,
3662,default,F,list1,list1-D,Rebecca,0.51,3632,20,R,non-southern,N,Empty,D,
3662,default,M,list1,list1-D,Andrew,0.43,7178,21,D,southern,S,C,D,
3662,default,M,list1,list1-D,Jeff,0.52,3237,22,D,southern,S,Empty,D,
3662,default,M,list1,list1-D,Michael,0.85,7098,23,R,southern,S,C,D,
3662,default,F,list1,list1-D,Angela,0.2,4893,24,R,southern,S,Empty,D,
3662,default,F,list1,list1-D,Emily,0.9,6731,25,D,non-southern,N,C,D,
3662,default,M,list1,list1-D,Ryan,0.75,15741,26,R,southern,S,C,D,
3662,default,M,list1,list1-D,Justin,0.83,11005,27,D,Democrat,D,Party,D,
3671,default,F,list1,list1-D,Amanda,0.29,16814,4,R,Democrat,D,Party,D,
3671,default,M,list1,list1-D,Eric,0.57,4757,5,D,non-southern,N,Empty,D,
3671,default,M,list1,list1-D,Ryan,0.84,5848,6,R,southern,S,C,D,
3671,default,F,list1,list1-D,Emily,1,8152,7,D,non-southern,N,C,D,
3671,default,M,list1,list1-D,Michael,0.85,6196,8,R,southern,S,C,D,
3671,default,F,list1,list1-D,Donna,0.61,8178,9,R,southern,S,C,D,
3671,default,M,list1,list1-D,William,0.57,6628,10,R,non-southern,N,C,D,
3671,default,F,list1,list1-D,Rachel,0.7,6605,11,D,southern,S,C,D,
3671,default,M,list1,list1-D,Joseph,0.3,5959,12,D,southern,S,C,D,
3671,default,F,list1,list1-D,Jessica,0.44,4925,13,D,non-southern,N,C,D,
3671,default,M,list1,list1-D,Patrick,0,9857,14,D,Republican,R,Party,D,
3671,default,M,list1,list1-D,Tim,0.99,7527,15,D,non-southern,N,C,D,
3671,default,F,list1,list1-D,Sarah,0.47,8080,16,D,southern,S,C,D,
3671,default,M,list1,list1-D,Scott,0.38,7928,17,R,non-southern,N,C,D,
3671,default,F,list1,list1-D,Angela,0.36,9685,18,R,southern,S,Empty,D,
3671,default,M,list1,list1-D,Jeff,0.43,4952,19,D,southern,S,Empty,D,
3671,default,F,list1,list1-D,Lisa,0.11,7295,20,R,non-southern,N,C,D,
3671,default,F,list1,list1-D,Stephanie,1,6096,21,R,Republican,R,Party,D,
3671,default,F,list1,list1-D,Rebecca,0.65,4253,22,R,non-southern,N,Empty,D,
3671,default,M,list1,list1-D,David,0.68,5821,23,D,non-southern,N,C,D,
3671,default,M,list1,list1-D,Andrew,0.1,7658,24,D,southern,S,C,D,
3671,default,F,list1,list1-D,Haley,0.52,11655,25,R,southern,S,C,D,
3671,default,M,list1,list1-D,Justin,1,4693,26,D,Democrat,D,Party,D,
3671,default,F,list1,list1-D,Elizabeth,0.14,3577,27,R,non-southern,N,C,D,
3654,default,M,list1,list1-R,Patrick,0.98,20446,4,R,Republican,R,Party,R,
3654,default,F,list1,list1-R,Elizabeth,0.98,38814,5,D,non-southern,N,C,R,
3654,default,F,list1,list1-R,Stephanie,0.02,12014,6,D,Republican,R,Party,R,
3654,default,F,list1,list1-R,Sarah,0.71,13575,7,R,southern,S,C,R,
3654,default,M,list1,list1-R,Justin,0.02,9541,8,R,Democrat,D,Party,R,
3654,default,M,list1,list1-R,David,0.4,16350,9,R,non-southern,N,C,R,
3654,default,F,list1,list1-R,Rebecca,0.84,9503,10,D,non-southern,N,Empty,R,
3654,default,M,list1,list1-R,Eric,0.36,8598,11,R,non-southern,N,Empty,R,
3654,default,F,list1,list1-R,Amanda,0.99,8726,12,D,Democrat,D,Party,R,
3654,default,F,list1,list1-R,Angela,0.48,6942,13,D,southern,S,Empty,R,
3654,default,F,list1,list1-R,Donna,0.42,11414,14,D,southern,S,C,R,
3654,default,F,list1,list1-R,Haley,0.31,8415,15,D,southern,S,C,R,
3654,default,M,list1,list1-R,Ryan,0.26,9447,16,D,southern,S,C,R,
3654,default,M,list1,list1-R,Joseph,0.83,6440,17,R,southern,S,C,R,
3654,default,M,list1,list1-R,Jeff,0.59,8278,18,R,southern,S,Empty,R,
3654,default,M,list1,list1-R,Scott,0.65,8182,19,D,non-southern,N,C,R,
3654,default,F,list1,list1-R,Jessica,0.18,6608,20,R,non-southern,N,C,R,
3654,default,F,list1,list1-R,Lisa,0.92,8742,21,D,non-southern,N,C,R,
3654,default,M,list1,list1-R,Andrew,0.9,7574,22,R,southern,S,C,R,
3654,default,F,list1,list1-R,Emily,0.07,15006,23,R,non-southern,N,C,R,
3654,default,M,list1,list1-R,Michael,0.37,7782,24,D,southern,S,C,R,
3654,default,M,list1,list1-R,Tim,0.16,20095,25,R,non-southern,N,C,R,
3654,default,F,list1,list1-R,Rachel,0.67,6182,26,R,southern,S,C,R,
3654,default,M,list1,list1-R,William,0.79,10359,27,D,non-southern,N,C,R,
3655,default,M,list2,list2-R,James,0.2,25336,4,R,non-southern,N,C,R,
3655,default,F,list2,list2-R,Kimberly,0.8,6496,5,R,southern,S,C,R,
3655,default,F,list2,list2-R,Angela,0.28,4414,6,D,southern,S,Empty,R,
3655,default,F,list2,list2-R,Jennifer,0.38,6914,7,R,non-southern,N,C,R,
3655,default,M,list2,list2-R,Paul,0.75,5800,8,D,southern,S,C,R,
3655,default,M,list2,list2-R,Anthony,0.41,4517,9,R,southern,S,C,R,
3655,default,M,list2,list2-R,John,0.15,4436,10,R,non-southern,N,C,R,
3655,default,M,list2,list2-R,Jason,0.69,5410,11,R,southern,S,C,R,
3655,default,M,list2,list2-R,Patrick,1,6695,12,R,Republican,R,Party,R,
3655,default,F,list2,list2-R,Amy,0.54,4664,13,R,southern,S,C,R,
3655,default,F,list2,list2-R,Rebecca,0.72,31805,14,D,non-southern,N,Empty,R,
3655,default,F,list2,list2-R,Michelle,0.81,4896,15,D,non-southern,N,C,R,
3655,default,M,list2,list2-R,Justin,0,4113,16,R,Democrat,D,Party,R,
3655,default,F,list2,list2-R,Amanda,1,4200,17,D,Democrat,D,Party,R,
3655,default,M,list2,list2-R,Christopher,0.29,3973,18,D,southern,S,C,R,
3655,default,F,list2,list2-R,Stephanie,0,3930,19,D,Republican,R,Party,R,
3655,default,M,list2,list2-R,Eric,0.32,3539,20,R,non-southern,N,Empty,R,
3655,default,F,list2,list2-R,Emma,0.32,4392,21,D,southern,S,C,R,
3655,default,F,list2,list2-R,Helen,0.01,5499,22,R,non-southern,N,C,R,
3655,default,M,list2,list2-R,Jeff,0.66,3451,23,R,southern,S,Empty,R,
3655,default,F,list2,list2-R,Ashley,0.6,3247,24,D,southern,S,C,R,
3655,default,M,list2,list2-R,Kenneth,0.37,4469,25,D,non-southern,N,C,R,
3655,default,M,list2,list2-R,Daniel,0.8,3667,26,D,non-southern,N,C,R,
3655,default,F,list2,list2-R,Anna,0.76,4340,27,D,non-southern,N,C,R,
3672,default,F,list1,list1-R,Elizabeth,0.84,6351,4,D,non-southern,N,C,R,
3672,default,F,list1,list1-R,Donna,0.07,3780,5,D,southern,S,C,R,
3672,default,M,list1,list1-R,Justin,0,5600,6,R,Democrat,D,Party,R,
3672,default,M,list1,list1-R,Jeff,0.29,3491,7,R,southern,S,Empty,R,
3672,default,F,list1,list1-R,Rebecca,0.62,4255,8,D,non-southern,N,Empty,R,
3672,default,M,list1,list1-R,Patrick,1,4442,9,R,Republican,R,Party,R,
3672,default,F,list1,list1-R,Sarah,0.78,5006,10,R,southern,S,C,R,
3672,default,M,list1,list1-R,Joseph,0.72,5727,11,R,southern,S,C,R,
3672,default,F,list1,list1-R,Emily,0.11,3670,12,R,non-southern,N,C,R,
3672,default,M,list1,list1-R,Tim,0.08,3090,13,R,non-southern,N,C,R,
3672,default,F,list1,list1-R,Haley,0.27,4292,14,D,southern,S,C,R,
3672,default,F,list1,list1-R,Lisa,0.84,3655,15,D,non-southern,N,C,R,
3672,default,F,list1,list1-R,Stephanie,0,3958,16,D,Republican,R,Party,R,
3672,default,F,list1,list1-R,Rachel,0.83,3968,17,R,southern,S,C,R,
3672,default,M,list1,list1-R,Ryan,0.49,3533,18,D,southern,S,C,R,
3672,default,M,list1,list1-R,Andrew,1,3126,19,R,southern,S,C,R,
3672,default,M,list1,list1-R,Scott,0.79,4107,20,D,non-southern,N,C,R,
3672,default,F,list1,list1-R,Jessica,0.38,3892,21,R,non-southern,N,C,R,
3672,default,M,list1,list1-R,William,0.57,3015,22,D,non-southern,N,C,R,
3672,default,M,list1,list1-R,David,0.36,4381,23,R,non-southern,N,C,R,
3672,default,M,list1,list1-R,Eric,0.21,3923,24,R,non-southern,N,Empty,R,
3672,default,F,list1,list1-R,Angela,0.11,2518,25,D,southern,S,Empty,R,
3672,default,F,list1,list1-R,Amanda,0.99,3869,26,D,Democrat,D,Party,R,
3672,default,M,list1,list1-R,Michael,0.06,2940,27,D,southern,S,C,R,
3650,default,F,list1,list1-D,Sarah,0.46,18693,4,D,southern,S,C,D,
3650,default,M,list1,list1-D,Ryan,0.64,12856,5,R,southern,S,C,D,
3650,default,M,list1,list1-D,Patrick,0.01,12768,6,D,Republican,R,Party,D,
3650,default,M,list1,list1-D,Justin,0.99,6389,7,D,Democrat,D,Party,D,
3650,default,F,list1,list1-D,Amanda,0,6547,8,R,Democrat,D,Party,D,
3650,default,F,list1,list1-D,Donna,0.8,14039,9,R,southern,S,C,D,
3650,default,F,list1,list1-D,Angela,0.24,14895,10,R,southern,S,Empty,D,
3650,default,M,list1,list1-D,Eric,0.86,10214,11,D,non-southern,N,Empty,D,
3650,default,M,list1,list1-D,Scott,0.66,15952,12,R,non-southern,N,C,D,
3650,default,M,list1,list1-D,Michael,0.86,16604,13,R,southern,S,C,D,
3650,default,F,list1,list1-D,Elizabeth,0.61,13859,14,R,non-southern,N,C,D,
3650,default,M,list1,list1-D,William,0.53,21508,15,R,non-southern,N,C,D,
3650,default,M,list1,list1-D,Tim,0.99,17279,16,D,non-southern,N,C,D,
3650,default,F,list1,list1-D,Rebecca,0.24,17672,17,R,non-southern,N,Empty,D,
3650,default,F,list1,list1-D,Emily,0.86,10777,18,D,non-southern,N,C,D,
3650,default,F,list1,list1-D,Rachel,0.85,12059,19,D,southern,S,C,D,
3650,default,F,list1,list1-D,Stephanie,0.98,13443,20,R,Republican,R,Party,D,
3650,default,F,list1,list1-D,Jessica,0.54,33388,21,D,non-southern,N,C,D,
3650,default,M,list1,list1-D,Joseph,0.37,10540,22,D,southern,S,C,D,
3650,default,M,list1,list1-D,David,0.93,12801,23,D,non-southern,N,C,D,
3650,default,F,list1,list1-D,Haley,0.19,16660,24,R,southern,S,C,D,
3650,default,M,list1,list1-D,Jeff,0.75,24174,25,D,southern,S,Empty,D,
3650,default,F,list1,list1-D,Lisa,0.87,9551,26,R,non-southern,N,C,D,
3650,default,M,list1,list1-D,Andrew,0.5,18561,27,D,southern,S,C,D,
3646,default,F,list2,list2-R,Stephanie,0,29785,4,D,Republican,R,Party,R,
3646,default,F,list2,list2-R,Anna,0.62,24650,5,D,non-southern,N,C,R,
3646,default,F,list2,list2-R,Amy,0.37,10843,6,R,southern,S,C,R,
3646,default,F,list2,list2-R,Angela,0.2,8989,7,D,southern,S,Empty,R,
3646,default,M,list2,list2-R,Paul,0.54,13591,8,D,southern,S,C,R,
3646,default,M,list2,list2-R,Jeff,0.22,10442,9,R,southern,S,Empty,R,
3646,default,F,list2,list2-R,Amanda,1,5621,10,D,Democrat,D,Party,R,
3646,default,F,list2,list2-R,Kimberly,0.33,9425,11,R,southern,S,C,R,
3646,default,M,list2,list2-R,Justin,0.01,8606,12,R,Democrat,D,Party,R,
3646,default,M,list2,list2-R,John,0.12,39899,13,R,non-southern,N,C,R,
3646,default,F,list2,list2-R,Rebecca,0.66,6635,14,D,non-southern,N,Empty,R,
3646,default,F,list2,list2-R,Emma,0.59,10769,15,D,southern,S,C,R,
3646,default,M,list2,list2-R,Patrick,0.99,7918,16,R,Republican,R,Party,R,
3646,default,M,list2,list2-R,Kenneth,0.25,11937,17,D,non-southern,N,C,R,
3646,default,F,list2,list2-R,Michelle,0.66,13814,18,D,non-southern,N,C,R,
3646,default,M,list2,list2-R,Daniel,0.73,11645,19,D,non-southern,N,C,R,
3646,default,M,list2,list2-R,Eric,0.81,8761,20,R,non-southern,N,Empty,R,
3646,default,F,list2,list2-R,Ashley,0.16,10787,21,D,southern,S,C,R,
3646,default,M,list2,list2-R,Christopher,0.74,12850,22,D,southern,S,C,R,
3646,default,M,list2,list2-R,Jason,0.7,13334,23,R,southern,S,C,R,
3646,default,F,list2,list2-R,Jennifer,0.65,59394,24,R,non-southern,N,C,R,
3646,default,M,list2,list2-R,Anthony,0.89,15833,25,R,southern,S,C,R,
3646,default,F,list2,list2-R,Helen,0.07,7987,26,R,non-southern,N,C,R,
3646,default,M,list2,list2-R,James,0.17,8568,27,R,non-southern,N,C,R,
3651,default,M,list2,list2-R,Daniel,0.71,12884,4,D,non-southern,N,C,R,
3651,default,M,list2,list2-R,Jason,0.73,6593,5,R,southern,S,C,R,
3651,default,M,list2,list2-R,Christopher,0.25,8189,6,D,southern,S,C,R,
3651,default,F,list2,list2-R,Michelle,0.64,5602,7,D,non-southern,N,C,R,
3651,default,M,list2,list2-R,John,0.11,7440,8,R,non-southern,N,C,R,
3651,default,F,list2,list2-R,Stephanie,0.14,8407,9,D,Republican,R,Party,R,
3651,default,F,list2,list2-R,Emma,0.32,16687,10,D,southern,S,C,R,
3651,default,M,list2,list2-R,Kenneth,0.71,5092,11,D,non-southern,N,C,R,
3651,default,F,list2,list2-R,Rebecca,0.78,5130,12,D,non-southern,N,Empty,R,
3651,default,F,list2,list2-R,Anna,0.8,5354,13,D,non-southern,N,C,R,
3651,default,F,list2,list2-R,Amy,0.86,5685,14,R,southern,S,C,R,
3651,default,F,list2,list2-R,Angela,0.4,6375,15,D,southern,S,Empty,R,
3651,default,M,list2,list2-R,Patrick,1,8123,16,R,Republican,R,Party,R,
3651,default,M,list2,list2-R,Anthony,0.73,4514,17,R,southern,S,C,R,
3651,default,F,list2,list2-R,Helen,0.11,4229,18,R,non-southern,N,C,R,
3651,default,M,list2,list2-R,Justin,0.01,4807,19,R,Democrat,D,Party,R,
3651,default,M,list2,list2-R,Eric,0.63,4177,20,R,non-southern,N,Empty,R,
3651,default,F,list2,list2-R,Kimberly,0.7,5032,21,R,southern,S,C,R,
3651,default,M,list2,list2-R,Jeff,0.5,5416,22,R,southern,S,Empty,R,
3651,default,F,list2,list2-R,Amanda,0.99,4980,23,D,Democrat,D,Party,R,
3651,default,F,list2,list2-R,Jennifer,0.66,5999,24,R,non-southern,N,C,R,
3651,default,F,list2,list2-R,Ashley,0.11,6008,25,D,southern,S,C,R,
3651,default,M,list2,list2-R,Paul,0.41,4950,26,D,southern,S,C,R,
3651,default,M,list2,list2-R,James,0.27,4611,27,R,non-southern,N,C,R,
3692,default,F,list1,list1-R,Donna,0.1,8813,4,D,southern,S,C,R,
3692,default,M,list1,list1-R,Patrick,0.97,6766,5,R,Republican,R,Party,R,
3692,default,F,list1,list1-R,Stephanie,0.02,7712,6,D,Republican,R,Party,R,
3692,default,F,list1,list1-R,Rebecca,0.74,4232,7,D,non-southern,N,Empty,R,
3692,default,M,list1,list1-R,Scott,0.82,3907,8,D,non-southern,N,C,R,
3692,default,M,list1,list1-R,Eric,0.66,6218,9,R,non-southern,N,Empty,R,
3692,default,M,list1,list1-R,Michael,0.11,5258,10,D,southern,S,C,R,
3692,default,F,list1,list1-R,Haley,0.31,3372,11,D,southern,S,C,R,
3692,default,F,list1,list1-R,Emily,0.06,3101,12,R,non-southern,N,C,R,
3692,default,M,list1,list1-R,David,0.39,4026,13,R,non-southern,N,C,R,
3692,default,M,list1,list1-R,Ryan,0.2,3210,14,D,southern,S,C,R,
3692,default,M,list1,list1-R,Jeff,0.83,3359,15,R,southern,S,Empty,R,
3692,default,F,list1,list1-R,Amanda,0.98,2765,16,D,Democrat,D,Party,R,
3692,default,F,list1,list1-R,Lisa,0.81,4172,17,D,non-southern,N,C,R,
3692,default,M,list1,list1-R,Joseph,0.88,2821,18,R,southern,S,C,R,
3692,default,F,list1,list1-R,Jessica,0.12,2966,19,R,non-southern,N,C,R,
3692,default,M,list1,list1-R,Justin,0.02,2966,20,R,Democrat,D,Party,R,
3692,default,M,list1,list1-R,William,0.79,8721,21,D,non-southern,N,C,R,
3692,default,M,list1,list1-R,Andrew,0.92,4042,22,R,southern,S,C,R,
3692,default,M,list1,list1-R,Tim,0.14,2750,23,R,non-southern,N,C,R,
3692,default,F,list1,list1-R,Sarah,0.84,3155,24,R,southern,S,C,R,
3692,default,F,list1,list1-R,Elizabeth,0.96,2993,25,D,non-southern,N,C,R,
3692,default,F,list1,list1-R,Angela,0.22,3512,26,D,southern,S,Empty,R,
3692,default,F,list1,list1-R,Rachel,0.77,2981,27,R,southern,S,C,R,
3649,default,M,list2,list2-R,Kenneth,0.27,16648,4,D,non-southern,N,C,R,
3649,default,M,list2,list2-R,Anthony,0.08,4195,5,R,southern,S,C,R,
3649,default,F,list2,list2-R,Amy,0.31,6603,6,R,southern,S,C,R,
3649,default,M,list2,list2-R,Christopher,0.7,5940,7,D,southern,S,C,R,
3649,default,M,list2,list2-R,Patrick,0.97,9792,8,R,Republican,R,Party,R,
3649,default,M,list2,list2-R,Justin,0.02,4556,9,R,Democrat,D,Party,R,
3649,default,F,list2,list2-R,Helen,0.01,10840,10,R,non-southern,N,C,R,
3649,default,F,list2,list2-R,Kimberly,0.84,8268,11,R,southern,S,C,R,
3649,default,F,list2,list2-R,Anna,0.71,12348,12,D,non-southern,N,C,R,
3649,default,F,list2,list2-R,Ashley,0,5145,13,D,southern,S,C,R,
3649,default,M,list2,list2-R,Eric,0.71,4817,14,R,non-southern,N,Empty,R,
3649,default,F,list2,list2-R,Emma,0.8,3572,15,D,southern,S,C,R,
3649,default,M,list2,list2-R,James,0.2,6703,16,R,non-southern,N,C,R,
3649,default,M,list2,list2-R,John,0.28,6399,17,R,non-southern,N,C,R,
3649,default,F,list2,list2-R,Amanda,1,3925,18,D,Democrat,D,Party,R,
3649,default,F,list2,list2-R,Jennifer,0.23,6021,19,R,non-southern,N,C,R,
3649,default,F,list2,list2-R,Stephanie,0.01,4203,20,D,Republican,R,Party,R,
3649,default,M,list2,list2-R,Jeff,0.63,6457,21,R,southern,S,Empty,R,
3649,default,M,list2,list2-R,Paul,0.69,5605,22,D,southern,S,C,R,
