workerid,proliferate.condition,SpeakerGender,list,list_firstSocCond,name,response,rt,slide_number_in_experiment,socialCondition,socialInfo,socialInfo_code,trigger_class,whichSocConditionFirst,error
3667,default,M,list2,list2-D,Patrick,0,9972,9,D,Republican,R,Party,D,
3667,default,M,list2,list2-D,Justin,1,6057,10,D,Democrat,D,Party,D,
3667,default,F,list2,list2-D,Helen,0.96,16342,11,D,non-southern,N,C,D,
3667,default,M,list2,list2-D,James,0.96,8247,12,D,non-southern,N,C,D,
3667,default,F,list2,list2-D,Stephanie,1,7314,13,R,Republican,R,Party,D,
3667,default,M,list2,list2-D,Anthony,0.21,10876,14,D,southern,S,C,D,
3667,default,M,list2,list2-D,Paul,0.91,7831,15,R,southern,S,C,D,
3667,default,M,list2,list2-D,Jeff,0.57,16065,16,D,southern,S,Empty,D,
3667,default,M,list2,list2-D,Kenneth,0.95,8969,17,R,non-southern,N,C,D,
3667,default,F,list2,list2-D,Amy,0.04,6572,18,D,southern,S,C,D,
3667,default,M,list2,list2-D,Daniel,0.03,7482,19,R,non-southern,N,C,D,
3667,default,M,list2,list2-D,John,0.79,11908,20,D,non-southern,N,C,D,
3667,default,F,list2,list2-D,Angela,0.38,11543,21,R,southern,S,Empty,D,
3667,default,F,list2,list2-D,Anna,0.33,11024,22,R,non-southern,N,C,D,
3667,default,F,list2,list2-D,Amanda,0,5378,23,R,Democrat,D,Party,D,
3667,default,F,list2,list2-D,Michelle,0.16,5501,24,R,non-southern,N,C,D,
3667,default,F,list2,list2-D,Ashley,0.95,6109,25,R,southern,S,C,D,
3667,default,F,list2,list2-D,Jennifer,0.92,6323,26,D,non-southern,N,C,D,
3667,default,M,list2,list2-D,Eric,0.62,5609,27,D,non-southern,N,Empty,D,
3645,default,F,list2,list2-D,Emma,0.52,25742,4,R,southern,S,C,D,
3645,default,F,list2,list2-D,Ashley,0.74,4825,5,R,southern,S,C,D,
3645,default,F,list2,list2-D,Jennifer,0.29,9271,6,D,non-southern,N,C,D,
3645,default,M,list2,list2-D,Anthony,0.06,5178,7,D,southern,S,C,D,
3645,default,M,list2,list2-D,Christopher,0.87,4518,8,R,southern,S,C,D,
3645,default,M,list2,list2-D,Jeff,0.32,3516,9,D,southern,S,Empty,D,
3645,default,F,list2,list2-D,Kimberly,0.27,7166,10,D,southern,S,C,D,
3645,default,M,list2,list2-D,Justin,0.95,9811,11,D,Democrat,D,Party,D,
3645,default,F,list2,list2-D,Angela,0.9,4181,12,R,southern,S,Empty,D,
3645,default,M,list2,list2-D,Jason,0.16,5320,13,D,southern,S,C,D,
3645,default,F,list2,list2-D,Stephanie,0.97,3749,14,R,Republican,R,Party,D,
3645,default,M,list2,list2-D,James,0.87,5011,15,D,non-southern,N,C,D,
3645,default,M,list2,list2-D,John,0.79,6214,16,D,non-southern,N,C,D,
3645,default,M,list2,list2-D,Eric,0.54,5282,17,D,non-southern,N,Empty,D,
3645,default,F,list2,list2-D,Amanda,0.81,3738,18,R,Democrat,D,Party,D,
3645,default,F,list2,list2-D,Anna,0.09,9250,19,R,non-southern,N,C,D,
3645,default,M,list2,list2-D,Daniel,0.56,3270,20,R,non-southern,N,C,D,
3645,default,M,list2,list2-D,Paul,0.84,5121,21,R,southern,S,C,D,
3645,default,F,list2,list2-D,Michelle,0.54,3547,22,R,non-southern,N,C,D,
3645,default,F,list2,list2-D,Amy,0.13,4117,23,D,southern,S,C,D,
3645,default,M,list2,list2-D,Kenneth,0.83,3673,24,R,non-southern,N,C,D,
3645,default,M,list2,list2-D,Patrick,0.96,4853,25,D,Republican,R,Party,D,
3645,default,F,list2,list2-D,Helen,0.83,4125,26,D,non-southern,N,C,D,
3645,default,F,list2,list2-D,Rebecca,0.97,6272,27,R,non-southern,N,Empty,D,
3643,default,M,list2,list2-D,Christopher,0.51,12015,4,R,southern,S,C,D,
3643,default,M,list2,list2-D,John,0.51,3586,5,D,non-southern,N,C,D,
3643,default,F,list2,list2-D,Angela,0.49,4443,6,R,southern,S,Empty,D,
3643,default,M,list2,list2-D,Patrick,0.02,5636,7,D,Republican,R,Party,D,
3643,default,M,list2,list2-D,Eric,0.51,4942,8,D,non-southern,N,Empty,D,
3643,default,M,list2,list2-D,Anthony,0.5,3536,9,D,southern,S,C,D,
3643,default,F,list2,list2-D,Anna,0.5,3148,10,R,non-southern,N,C,D,
3643,default,M,list2,list2-D,Justin,0.98,2996,11,D,Democrat,D,Party,D,
3643,default,M,list2,list2-D,Jeff,0.51,2931,12,D,southern,S,Empty,D,
3643,default,M,list2,list2-D,Paul,0.51,2982,13,R,southern,S,C,D,
3643,default,F,list2,list2-D,Emma,0.5,2686,14,R,southern,S,C,D,
3643,default,F,list2,list2-D,Kimberly,0.51,3081,15,D,southern,S,C,D,
3643,default,M,list2,list2-D,Kenneth,0.5,3138,16,R,non-southern,N,C,D,
3643,default,M,list2,list2-D,Daniel,0.48,2054,17,R,non-southern,N,C,D,
3643,default,F,list2,list2-D,Jennifer,0.5,2824,18,D,non-southern,N,C,D,
3643,default,F,list2,list2-D,Stephanie,0.99,3238,19,R,Republican,R,Party,D,
3643,default,F,list2,list2-D,Rebecca,0.51,2665,20,R,non-southern,N,Empty,D,
3643,default,F,list2,list2-D,Amy,0.49,2015,21,D,southern,S,C,D,
3643,default,F,list2,list2-D,Amanda,0.01,3518,22,R,Democrat,D,Party,D,
3643,default,M,list2,list2-D,Jason,0.5,2932,23,D,southern,S,C,D,
3643,default,M,list2,list2-D,James,0.5,2081,24,D,non-southern,N,C,D,
3643,default,F,list2,list2-D,Ashley,0.5,2587,25,R,southern,S,C,D,
3643,default,F,list2,list2-D,Michelle,0.5,2709,26,R,non-southern,N,C,D,
3643,default,F,list2,list2-D,Helen,0.5,2350,27,D,non-southern,N,C,D,
3668,default,F,list2,list2-R,Stephanie,0,14803,4,D,Republican,R,Party,R,
3668,default,F,list2,list2-R,Jennifer,0.75,10540,5,R,non-southern,N,C,R,
3668,default,M,list2,list2-R,Paul,0.19,8077,6,D,southern,S,C,R,
3668,default,F,list2,list2-R,Amanda,1,4658,7,D,Democrat,D,Party,R,
3668,default,F,list2,list2-R,Anna,0.77,10180,8,D,non-southern,N,C,R,
3668,default,M,list2,list2-R,Eric,0.29,9192,9,R,non-southern,N,Empty,R,
3668,default,F,list2,list2-R,Angela,0.28,6040,10,D,southern,S,Empty,R,
3668,default,F,list2,list2-R,Ashley,0.49,7784,11,D,southern,S,C,R,
3668,default,M,list2,list2-R,Justin,0,7593,12,R,Democrat,D,Party,R,
3668,default,M,list2,list2-R,Christopher,0.48,8527,13,D,southern,S,C,R,
3668,default,M,list2,list2-R,John,0.5,4523,14,R,non-southern,N,C,R,
3668,default,F,list2,list2-R,Amy,0.59,8055,15,R,southern,S,C,R,
3668,default,F,list2,list2-R,Helen,0.14,5714,16,R,non-southern,N,C,R,
3668,default,M,list2,list2-R,James,0.61,5568,17,R,non-southern,N,C,R,
3668,default,F,list2,list2-R,Kimberly,0.66,7650,18,R,southern,S,C,R,
3668,default,M,list2,list2-R,Patrick,0.98,7425,19,R,Republican,R,Party,R,
3668,default,F,list2,list2-R,Michelle,0.77,7313,20,D,non-southern,N,C,R,
3668,default,M,list2,list2-R,Jason,0.34,8089,21,R,southern,S,C,R,
3668,default,M,list2,list2-R,Anthony,0.71,5782,22,R,southern,S,C,R,
3668,default,M,list2,list2-R,Daniel,0.79,6929,23,D,non-southern,N,C,R,
3668,default,F,list2,list2-R,Rebecca,0.29,6254,24,D,non-southern,N,Empty,R,
3668,default,F,list2,list2-R,Emma,0.26,9450,25,D,southern,S,C,R,
3668,default,M,list2,list2-R,Jeff,0.7,6851,26,R,southern,S,Empty,R,
3668,default,M,list2,list2-R,Kenneth,0.26,5186,27,D,non-southern,N,C,R,
3690,default,F,list2,list2-D,Amanda,0,33408,4,R,Democrat,D,Party,D,
3690,default,M,list2,list2-D,Paul,0.74,23196,5,R,southern,S,C,D,
3690,default,M,list2,list2-D,Kenneth,0.73,22844,6,R,non-southern,N,C,D,
3690,default,F,list2,list2-D,Michelle,0.35,15883,7,R,non-southern,N,C,D,
3690,default,F,list2,list2-D,Amy,0.12,11264,8,D,southern,S,C,D,
3690,default,F,list2,list2-D,Anna,0.22,16485,9,R,non-southern,N,C,D,
3690,default,M,list2,list2-D,Justin,0.98,9162,10,D,Democrat,D,Party,D,
3690,default,F,list2,list2-D,Angela,0.14,10373,11,R,southern,S,Empty,D,
3690,default,F,list2,list2-D,Emma,0.85,5765,12,R,southern,S,C,D,
3690,default,M,list2,list2-D,Patrick,0,12141,13,D,Republican,R,Party,D,
3690,default,F,list2,list2-D,Jennifer,0.7,9998,14,D,non-southern,N,C,D,
3690,default,M,list2,list2-D,Christopher,0.76,6487,15,R,southern,S,C,D,
3690,default,M,list2,list2-D,John,0.97,8701,16,D,non-southern,N,C,D,
3690,default,F,list2,list2-D,Stephanie,0.98,7411,17,R,Republican,R,Party,D,
3690,default,M,list2,list2-D,Anthony,0.16,7862,18,D,southern,S,C,D,
3690,default,M,list2,list2-D,Jeff,0.07,16133,19,D,southern,S,Empty,D,
3690,default,M,list2,list2-D,Daniel,0.16,8231,20,R,non-southern,N,C,D,
3690,default,M,list2,list2-D,Jason,0.13,7643,21,D,southern,S,C,D,
3690,default,M,list2,list2-D,James,0.93,5199,22,D,non-southern,N,C,D,
3690,default,F,list2,list2-D,Helen,0.92,3926,23,D,non-southern,N,C,D,
3690,default,M,list2,list2-D,Eric,0.65,7924,24,D,non-southern,N,Empty,D,
3690,default,F,list2,list2-D,Ashley,0.9,6636,25,R,southern,S,C,D,
3690,default,F,list2,list2-D,Rebecca,0.77,7445,26,R,non-southern,N,Empty,D,
3690,default,F,list2,list2-D,Kimberly,0.19,7361,27,D,southern,S,C,D,
3664,default,M,list2,list2-D,Jason,0.34,21079,4,D,southern,S,C,D,
3664,default,M,list2,list2-D,Jeff,0.3,13805,5,D,southern,S,Empty,D,
3664,default,F,list2,list2-D,Angela,0.57,6916,6,R,southern,S,Empty,D,
3664,default,M,list2,list2-D,Paul,0.27,6923,7,R,southern,S,C,D,
3664,default,F,list2,list2-D,Amanda,0.01,10067,8,R,Democrat,D,Party,D,
3664,default,M,list2,list2-D,Eric,0.61,11179,9,D,non-southern,N,Empty,D,
3664,default,M,list2,list2-D,John,0.57,9999,10,D,non-southern,N,C,D,
3664,default,F,list2,list2-D,Ashley,0.56,13767,11,R,southern,S,C,D,
3664,default,F,list2,list2-D,Anna,0.15,6731,12,R,non-southern,N,C,D,
3664,default,F,list2,list2-D,Kimberly,0.5,8532,13,D,southern,S,C,D,
3664,default,M,list2,list2-D,Anthony,0.41,10041,14,D,southern,S,C,D,
3664,default,F,list2,list2-D,Jennifer,0.89,9751,15,D,non-southern,N,C,D,
3664,default,M,list2,list2-D,Christopher,0.6,10318,16,R,southern,S,C,D,
3664,default,M,list2,list2-D,Kenneth,0.59,9735,17,R,non-southern,N,C,D,
3664,default,F,list2,list2-D,Emma,0.4,7763,18,R,southern,S,C,D,
3664,default,F,list2,list2-D,Stephanie,1,5845,19,R,Republican,R,Party,D,
3664,default,M,list2,list2-D,Patrick,0.01,6121,20,D,Republican,R,Party,D,
3664,default,F,list2,list2-D,Helen,0.9,6456,21,D,non-southern,N,C,D,
3664,default,M,list2,list2-D,James,0.67,10727,22,D,non-southern,N,C,D,
3664,default,F,list2,list2-D,Rebecca,0.15,6373,23,R,non-southern,N,Empty,D,
3664,default,M,list2,list2-D,Justin,0.99,5246,24,D,Democrat,D,Party,D,
3664,default,F,list2,list2-D,Michelle,0.18,5261,25,R,non-southern,N,C,D,
3664,default,F,list2,list2-D,Amy,0.48,7787,26,D,southern,S,C,D,
3664,default,M,list2,list2-D,Daniel,0.23,10693,27,R,non-southern,N,C,D,
3648,default,F,list2,list2-D,Emma,0.73,18024,4,R,southern,S,C,D,
3648,default,M,list2,list2-D,Justin,1,7726,5,D,Democrat,D,Party,D,
3648,default,M,list2,list2-D,Daniel,0.19,12928,6,R,non-southern,N,C,D,
3648,default,M,list2,list2-D,Eric,0.84,6982,7,D,non-southern,N,Empty,D,
3648,default,F,list2,list2-D,Stephanie,1,10208,8,R,Republican,R,Party,D,
3648,default,M,list2,list2-D,Anthony,0,5969,9,D,southern,S,C,D,
3648,default,M,list2,list2-D,James,0.84,7946,10,D,non-southern,N,C,D,
3648,default,M,list2,list2-D,Patrick,0,5310,11,D,Republican,R,Party,D,
3648,default,M,list2,list2-D,John,1,8039,12,D,non-southern,N,C,D,
3648,default,F,list2,list2-D,Amanda,0,4262,13,R,Democrat,D,Party,D,
3648,default,F,list2,list2-D,Amy,0.13,7245,14,D,southern,S,C,D,
3648,default,F,list2,list2-D,Jennifer,0.53,6000,15,D,non-southern,N,C,D,
3648,default,M,list2,list2-D,Jeff,0.31,4934,16,D,southern,S,Empty,D,
3648,default,F,list2,list2-D,Helen,1,4695,17,D,non-southern,N,C,D,
3648,default,F,list2,list2-D,Anna,0.67,4917,18,R,non-southern,N,C,D,
3648,default,F,list2,list2-D,Rebecca,0.31,4967,19,R,non-southern,N,Empty,D,
3648,default,F,list2,list2-D,Kimberly,0.15,5860,20,D,southern,S,C,D,
3648,default,F,list2,list2-D,Ashley,1,4090,21,R,southern,S,C,D,
3648,default,F,list2,list2-D,Angela,0.62,6904,22,R,southern,S,Empty,D,
3648,default,M,list2,list2-D,Kenneth,0.29,7751,23,R,non-southern,N,C,D,
3648,default,M,list2,list2-D,Jason,0.28,5533,24,D,southern,S,C,D,
3648,default,F,list2,list2-D,Michelle,0.27,4796,25,R,non-southern,N,C,D,
3648,default,M,list2,list2-D,Paul,0.99,4170,26,R,southern,S,C,D,
3648,default,M,list2,list2-D,Christopher,0.79,5159,27,R,southern,S,C,D,
